id,value
id_150,47.453228515191185
id_151,22.561420362415998
id_152,22.84652613409779
id_153,15.440511491249152
id_154,13.117110894128986
id_155,25.26961339515463
id_156,25.229992030123
id_157,37.44883905477993
id_158,4.071564090103177
id_159,24.800388620515875
id_160,43.9885736742831
id_161,19.96072503689957
id_162,65.61712584850449
id_163,16.63079559872584
id_164,34.051359456280046
id_165,23.460707050647812
id_166,25.135965640055627
id_167,0.0666007362101304
id_168,66.8185239138965
id_169,14.50513260507822
id_170,15.111079371456563
id_171,72.89736352176118
id_172,20.522361450161178
id_173,1.7439728015235794
id_174,22.95848224521851
id_175,0.09778612500729977
id_176,6.672575823117729
id_177,18.03547681812887
id_178,20.019555671462257
id_179,24.49241843299478
id_180,44.463691890495774
id_181,31.92913170398366
id_182,27.81633922172357
id_183,12.846145156693854
id_184,6.623851233025331
id_185,42.25636154602704
id_186,36.42484900743721
id_187,35.68662683804972
id_188,17.428355753715067
id_189,23.103138014270474
id_190,16.31018343822742
id_191,16.34858924116569
id_192,31.71643439967684
id_193,67.85975756400966
id_194,27.752700739674584
id_195,10.163433401623667
id_196,62.812821488197386
id_197,15.064969108365519
id_198,19.34957172108927
id_199,21.43991680728136
id_200,125.7281431853728
id_201,23.071649588443815
id_202,58.23566094743401
id_203,5.4161447493134
id_204,61.921611580032746
id_205,37.992678487545206
id_206,15.596414791278626
id_207,13.338046522304749
id_208,63.850350178833196
id_209,13.856544957217633
id_210,33.937184830475516
id_211,69.23108687714218
id_212,19.171997080333362
id_213,112.86333705048831
id_214,42.33805250153228
id_215,80.28382807529734
id_216,94.41665218441926
id_217,74.19871473890561
id_218,30.72579101636186
id_219,17.32298684329852
id_220,31.125973998410828
id_221,58.83281516924042
id_222,27.406893882866747
id_223,37.714722871797896
id_224,43.33435073907705
id_225,10.753890710435154
id_226,3.243265635423146
id_227,80.91418356526631
id_228,31.457332491738093
id_229,0.3205546549395102
id_230,40.456260539390215
id_231,15.828406395737074
id_232,22.13518095200252
id_233,7.75675062839292
id_234,13.233848506795939
id_235,24.543621741375134
id_236,13.395390807744313
id_237,1.9014358619961023
id_238,21.695280954139267
id_239,10.465287594353017
